1;2;3;6;12;20
1;5;6;12;13;16
1;4;7;8;19;20
1;6;9;10;11;19
1;7;11;14;17;20
1;2;4;12;15;16
1;6;7;15;16;18
2;4;6;7;9;19
2;3;4;5;7;18
2;5;10;12;14;20
2;8;11;12;18;19
2;4;9;11;13;16
2;3;7;10;14;17
3;9;10;11;15;17
3;6;8;10;16;19
3;5;8;13;14;19
3;6;7;9;12;14
4;8;10;13;14;17
4;6;8;9;10;18
5;6;9;15;17;20
5;11;12;13;17;20
7;13;14;15;16;19
8;9;13;14;15;18
9;16;17;18;19;20
